;year;Livres audio;Livres audio_prop;Classique;Classique_prop;Blues;Blues_prop;Reggae;Reggae_prop;Musiques de films;Musiques de films_prop;Chicago blues;Chicago blues_prop;Spiritualité & religion;Spiritualité & religion_prop;Soul vieille école;Soul vieille école_prop;Metal;Metal_prop;Rock Indé/Pop Rock;Rock Indé/Pop Rock_prop;Comédie;Comédie_prop;Pop Indé;Pop Indé_prop;Country;Country_prop;Trance;Trance_prop;Musique brésilienne;Musique brésilienne_prop;Folk;Folk_prop;Jeunesse;Jeunesse_prop;Chill Out/Trip-Hop/Lounge;Chill Out/Trip-Hop/Lounge_prop;Dirty South;Dirty South_prop;R&B contemporain;R&B contemporain_prop;East Coast;East Coast_prop;Pop indé/Folk;Pop indé/Folk_prop;Variété Internationale;Variété Internationale_prop;Rock & Roll/Rockabilly;Rock & Roll/Rockabilly_prop;Soul & Funk;Soul & Funk_prop;Jazz instrumental;Jazz instrumental_prop;Musique asiatique;Musique asiatique_prop;Alternative;Alternative_prop;Pop internationale;Pop internationale_prop;Rock;Rock_prop;Pop;Pop_prop;Singer & Songwriter;Singer & Songwriter_prop;Bandes originales;Bandes originales_prop;Rock indé;Rock indé_prop;Soul contemporaine;Soul contemporaine_prop;Dub;Dub_prop;Electro;Electro_prop;Musiques de jeux vidéo;Musiques de jeux vidéo_prop;Rap français;Rap français_prop;Films/Jeux vidéo;Films/Jeux vidéo_prop;BO TV;BO TV_prop;Electro Pop/Electro Rock;Electro Pop/Electro Rock_prop;Dancefloor;Dancefloor_prop;Hard Rock;Hard Rock_prop;Dancehall/Ragga;Dancehall/Ragga_prop;Old School;Old School_prop;Soul;Soul_prop;Rap/Hip Hop;Rap/Hip Hop_prop;Chanson française;Chanson française_prop;Musique africaine;Musique africaine_prop;Rock français;Rock français_prop;Jazz;Jazz_prop;Comédies musicales;Comédies musicales_prop;Ska;Ska_prop;Disco;Disco_prop;Bolero;Bolero_prop;Latino;Latino_prop;Blues électrique;Blues électrique_prop;Sports;Sports_prop;R&B;R&B_prop;R&B vieille école;R&B vieille école_prop;Jazz vocal;Jazz vocal_prop;Techno/House;Techno/House_prop;Dance;Dance_prop
40;1999.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;4.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.6;1.0;0.1;1.0;0.1;122.0;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.1;2.0;0.3;0.0;0.0;0.0;0.0;1.0;0.1;11.0;1.6;9.0;1.3;86.0;12.9;219.0;32.8;1.0;0.1;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;5.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;4.5;35.0;5.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.4;0.0;0.0;0.0;0.0;111.0;16.6;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.5
41;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.4;3.0;0.3;0.0;0.0;0.0;0.0;201.0;17.8;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.4;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;2.0;12.0;1.1;112.0;9.9;368.0;32.6;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;7.0;0.6;0.0;0.0;0.0;0.0;8.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;4.2;102.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;2.0;0.0;0.0;0.0;0.0;174.0;15.4;0.0;0.0;0.0;0.0;4.0;0.4;24.0;2.1
42;2001.0;0.0;0.0;0.0;0.0;2.0;0.5;1.0;0.2;1.0;0.2;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;44.0;10.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;1.0;0.2;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.2;3.0;0.7;49.0;11.4;178.0;41.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.2;1.0;0.2;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;3.0;44.0;10.2;0.0;0.0;1.0;0.2;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;69.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.7
43;2002.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;155.0;16.2;1.0;0.1;0.0;0.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;21.0;2.2;3.0;0.3;130.0;13.6;323.0;33.8;4.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.7;0.0;0.0;0.0;0.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;11.0;1.1;0.0;0.0;0.0;0.0;37.0;3.9;126.0;13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;1.1;0.0;0.0;0.0;0.0;95.0;9.9;0.0;0.0;0.0;0.0;4.0;0.4;7.0;0.7
44;2003.0;0.0;0.0;1.0;0.1;0.0;0.0;7.0;0.6;2.0;0.2;0.0;0.0;2.0;0.2;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;220.0;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;4.0;0.3;0.0;0.0;0.0;0.0;26.0;2.1;13.0;1.1;173.0;14.0;385.0;31.2;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;44.0;3.6;189.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.0;10.6;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.6
45;2004.0;0.0;0.0;3.0;0.3;0.0;0.0;15.0;1.4;16.0;1.4;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;10.0;0.9;0.0;0.0;0.0;0.0;192.0;17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;1.3;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;4.0;0.4;0.0;0.0;0.0;0.0;35.0;3.2;0.0;0.0;120.0;10.8;293.0;26.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;2.1;215.0;19.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;134.0;12.1;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.5
46;2005.0;0.0;0.0;0.0;0.0;1.0;0.1;1.0;0.1;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.4;5.0;0.4;0.0;0.0;2.0;0.2;234.0;17.9;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.4;0.0;0.0;12.0;0.9;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;48.0;3.7;18.0;1.4;153.0;11.7;367.0;28.1;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;12.0;0.9;0.0;0.0;0.0;0.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.4;0.0;0.0;0.0;0.0;36.0;2.8;216.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;10.0;0.8;0.0;0.0;0.0;0.0;143.0;10.9;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0
47;2006.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.6;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;12.0;1.0;0.0;0.0;213.0;17.8;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;1.0;0.1;4.0;0.3;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;3.6;11.0;0.9;167.0;14.0;335.0;28.1;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.9;0.0;0.0;0.0;0.0;24.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;1.6;177.0;14.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;7.0;0.6;0.0;0.0;8.0;0.7;0.0;0.0;0.0;0.0;119.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.6
48;2007.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;1.0;0.1;0.0;0.0;210.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0;6.3;22.0;1.9;106.0;9.3;350.0;30.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;21.0;1.9;185.0;16.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3;0.0;0.0;0.0;0.0;116.0;10.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;2008.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.4;9.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;210.0;18.4;0.0;0.0;0.0;0.0;1.0;0.1;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.7;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;43.0;3.8;27.0;2.4;129.0;11.3;367.0;32.1;3.0;0.3;1.0;0.1;3.0;0.3;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;9.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.6;126.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3;0.0;0.0;4.0;0.4;0.0;0.0;0.0;0.0;146.0;12.8;0.0;0.0;0.0;0.0;3.0;0.3;10.0;0.9
50;2009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.7;245.0;19.7;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.6;0.0;0.0;0.0;0.0;5.0;0.4;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;53.0;4.3;27.0;2.2;149.0;12.0;390.0;31.4;13.0;1.0;0.0;0.0;9.0;0.7;0.0;0.0;0.0;0.0;16.0;1.3;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.5;0.0;0.0;0.0;0.0;117.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1.6
51;2010.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.5;12.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;1.0;0.1;129.0;16.8;0.0;0.0;5.0;0.7;1.0;0.1;13.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;3.4;4.0;0.5;35.0;4.6;298.0;38.8;4.0;0.5;0.0;0.0;1.0;0.1;0.0;0.0;2.0;0.3;12.0;1.6;0.0;0.0;0.0;0.0;12.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;1.0;0.1;0.0;0.0;0.0;0.0;121.0;15.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;70.0;9.1;0.0;0.0;0.0;0.0;0.0;0.0;15.0;2.0
52;2011.0;0.0;0.0;0.0;0.0;1.0;0.1;1.0;0.1;9.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;1.0;0.1;243.0;19.6;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;3.6;9.0;0.7;46.0;3.7;481.0;38.9;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;18.0;1.5;0.0;0.0;0.0;0.0;9.0;0.7;0.0;0.0;5.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;213.0;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;74.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;4.8
53;2012.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.4;0.0;0.0;11.0;0.8;247.0;17.1;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;7.6;46.0;3.2;72.0;5.0;419.0;28.9;16.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;2.3;0.0;0.0;0.0;0.0;30.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;235.0;16.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;75.0;5.2;0.0;0.0;0.0;0.0;8.0;0.6;91.0;6.3
54;2013.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;3.0;0.2;287.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.0;8.4;79.0;5.6;112.0;7.9;386.0;27.1;16.0;1.1;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;33.0;2.3;0.0;0.0;0.0;0.0;7.0;0.5;0.0;0.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;230.0;16.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.6;0.0;0.0;0.0;0.0;55.0;3.9;0.0;0.0;0.0;0.0;10.0;0.7;57.0;4.0
55;2014.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;19.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;4.0;0.3;251.0;19.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132.0;10.1;44.0;3.4;58.0;4.4;434.0;33.2;18.0;1.4;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;10.0;0.8;0.0;0.0;0.0;0.0;20.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;166.0;12.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.6;0.0;0.0;0.0;0.0;66.0;5.0;0.0;0.0;0.0;0.0;7.0;0.5;63.0;4.8
56;2015.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.6;26.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;1.0;0.1;256.0;18.5;0.0;0.0;0.0;0.0;5.0;0.4;0.0;0.0;0.0;0.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;7.2;37.0;2.7;38.0;2.7;421.0;30.4;15.0;1.1;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;32.0;2.3;0.0;0.0;0.0;0.0;26.0;1.9;0.0;0.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;69.0;5.0;0.0;0.0;0.0;0.0;12.0;0.9;53.0;3.8
57;2016.0;0.0;0.0;1.0;0.1;0.0;0.0;1.0;0.1;9.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;14.5;0.0;0.0;0.0;0.0;6.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;5.6;42.0;3.1;46.0;3.4;433.0;32.0;28.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;3.5;0.0;0.0;0.0;0.0;9.0;0.7;0.0;0.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;1.3;273.0;20.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;76.0;5.6;0.0;0.0;0.0;0.0;9.0;0.7;75.0;5.5
58;2017.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;14.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.8;149.0;12.5;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;5.7;36.0;3.0;36.0;3.0;320.0;26.8;36.0;3.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;48.0;4.0;0.0;0.0;0.0;0.0;14.0;1.2;0.0;0.0;5.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;288.0;24.1;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;51.0;4.3;0.0;0.0;0.0;0.0;23.0;1.9;72.0;6.0
59;2018.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;28.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;5.0;0.4;184.0;15.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;68.0;5.7;1.0;0.1;6.0;0.5;278.0;23.4;4.0;0.3;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;21.0;1.8;0.0;0.0;0.0;0.0;28.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;411.0;34.6;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1.7;0.0;0.0;0.0;0.0;72.0;6.1;0.0;0.0;0.0;0.0;1.0;0.1;39.0;3.3
60;2019.0;0.0;0.0;6.0;0.5;0.0;0.0;0.0;0.0;28.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;213.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3;87.0;7.2;15.0;1.2;19.0;1.6;277.0;22.9;5.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;1.2;0.0;0.0;0.0;0.0;28.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;365.0;30.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;19.0;1.6;0.0;0.0;0.0;0.0;75.0;6.2;0.0;0.0;0.0;0.0;1.0;0.1;43.0;3.5
61;2020.0;0.0;0.0;8.0;0.7;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;231.0;21.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.4;56.0;5.2;2.0;0.2;6.0;0.6;238.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.4;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;4.0;0.4;387.0;35.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.3;0.0;0.0;15.0;1.4;0.0;0.0;4.0;0.4;86.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.4
62;2021.0;0.0;0.0;7.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.2;229.0;20.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.1;44.0;3.9;13.0;1.2;20.0;1.8;352.0;31.3;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.7;284.0;25.2;0.0;0.0;3.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;2.8;0.0;0.0;3.0;0.3;72.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;30.0;2.7
