;year;duration;Rock Indé/Pop Rock;Rock Indé/Pop Rock_prop;Musique asiatique;Musique asiatique_prop;Rap/Hip Hop;Rap/Hip Hop_prop;Pop Indé;Pop Indé_prop;Old School;Old School_prop;Rap français;Rap français_prop;Metal;Metal_prop;Latino;Latino_prop;Soul & Funk;Soul & Funk_prop;Musique africaine;Musique africaine_prop;Techno/House;Techno/House_prop;Jazz vocal;Jazz vocal_prop;Rock;Rock_prop;R&B vieille école;R&B vieille école_prop;Ska;Ska_prop;Trance;Trance_prop;Musique brésilienne;Musique brésilienne_prop;Comédie;Comédie_prop;Rock & Roll/Rockabilly;Rock & Roll/Rockabilly_prop;R&B;R&B_prop;Singer & Songwriter;Singer & Songwriter_prop;Blues électrique;Blues électrique_prop;Livres audio;Livres audio_prop;Reggae;Reggae_prop;Chicago blues;Chicago blues_prop;Bandes originales;Bandes originales_prop;Dirty South;Dirty South_prop;Electro Pop/Electro Rock;Electro Pop/Electro Rock_prop;Pop indé/Folk;Pop indé/Folk_prop;Sports;Sports_prop;Pop;Pop_prop;Blues;Blues_prop;Electro;Electro_prop;Rock français;Rock français_prop;Folk;Folk_prop;Soul contemporaine;Soul contemporaine_prop;Dub;Dub_prop;Chill Out/Trip-Hop/Lounge;Chill Out/Trip-Hop/Lounge_prop;Dance;Dance_prop;Musiques de jeux vidéo;Musiques de jeux vidéo_prop;Variété Internationale;Variété Internationale_prop;Soul vieille école;Soul vieille école_prop;Jazz instrumental;Jazz instrumental_prop;Country;Country_prop;Rock indé;Rock indé_prop;Dancefloor;Dancefloor_prop;Jeunesse;Jeunesse_prop;Classique;Classique_prop;Musiques de films;Musiques de films_prop;Disco;Disco_prop;Films/Jeux vidéo;Films/Jeux vidéo_prop;Hard Rock;Hard Rock_prop;Comédies musicales;Comédies musicales_prop;Alternative;Alternative_prop;Soul;Soul_prop;BO TV;BO TV_prop;Chanson française;Chanson française_prop;East Coast;East Coast_prop;R&B contemporain;R&B contemporain_prop;Spiritualité & religion;Spiritualité & religion_prop;Dancehall/Ragga;Dancehall/Ragga_prop;Jazz;Jazz_prop;Bolero;Bolero_prop;Pop internationale;Pop internationale_prop
29;1987;261;0;0.0;0;0.0;15;1.2;0;0.0;0;0.0;0;0.0;8;0.7;2;0.2;4;0.3;0;0.0;0;0.0;0;0.0;323;26.7;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;3;0.2;142;11.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;543;45.0;13;1.1;21;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;34;2.8;0;0.0;0;0.0;0;0.0;0;0.0;4;0.3;2;0.2;0;0.0;0;0.0;0;0.0;12;1.0;0;0.0;12;1.0;6;0.5;0;0.0;17;1.4;19;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;1.3;0;0.0;6;0.5
30;1988;263;0;0.0;0;0.0;26;2.0;0;0.0;0;0.0;1;0.1;10;0.8;0;0.0;12;0.9;0;0.0;0;0.0;0;0.0;358;27.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;142;10.8;0;0.0;0;0.0;0;0.0;9;0.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;558;42.5;1;0.1;34;2.6;0;0.0;8;0.6;0;0.0;0;0.0;0;0.0;40;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;18;1.4;0;0.0;18;1.4;25;1.9;0;0.0;16;1.2;19;1.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;15;1.1
31;1989;266;0;0.0;0;0.0;62;4.8;0;0.0;0;0.0;0;0.0;33;2.5;0;0.0;4;0.3;0;0.0;0;0.0;0;0.0;342;26.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.2;106;8.1;0;0.0;0;0.0;0;0.0;3;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;570;43.8;0;0.0;13;1.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;30;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;2;0.2;13;1.0;0;0.0;13;1.0;36;2.8;4;0.3;25;1.9;12;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;0.4;0;0.0;21;1.6
32;1990;275;0;0.0;0;0.0;69;5.7;0;0.0;0;0.0;0;0.0;14;1.1;4;0.3;2;0.2;0;0.0;3;0.2;0;0.0;321;26.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;0.6;138;11.3;0;0.0;0;0.0;0;0.0;11;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;487;39.9;0;0.0;32;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;49;4.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;2;0.2;0;0.0;0;0.0;0;0.0;8;0.7;7;0.6;8;0.7;20;1.6;0;0.0;12;1.0;10;0.8;4;0.3;0;0.0;0;0.0;5;0.4;0;0.0;0;0.0;3;0.2;0;0.0;4;0.3
33;1991;268;0;0.0;0;0.0;92;7.4;0;0.0;1;0.1;0;0.0;13;1.0;0;0.0;9;0.7;0;0.0;8;0.6;0;0.0;293;23.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;160;12.8;0;0.0;0;0.0;0;0.0;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;481;38.6;0;0.0;35;2.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;52;4.2;0;0.0;0;0.0;0;0.0;0;0.0;12;1.0;5;0.4;4;0.3;0;0.0;0;0.0;4;0.3;0;0.0;4;0.3;22;1.8;0;0.0;20;1.6;17;1.4;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;2;0.2;0;0.0;5;0.4
34;1992;272;0;0.0;0;0.0;140;11.2;0;0.0;4;0.3;0;0.0;7;0.6;0;0.0;7;0.6;0;0.0;2;0.2;0;0.0;234;18.8;0;0.0;0;0.0;0;0.0;0;0.0;3;0.2;9;0.7;217;17.4;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;361;29.0;0;0.0;32;2.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;93;7.5;0;0.0;0;0.0;0;0.0;0;0.0;20;1.6;1;0.1;6;0.5;0;0.0;0;0.0;6;0.5;0;0.0;9;0.7;17;1.4;0;0.0;24;1.9;36;2.9;0;0.0;0;0.0;0;0.0;8;0.6;0;0.0;0;0.0;3;0.2;0;0.0;4;0.3
35;1993;273;2;0.2;1;0.1;182;13.9;0;0.0;1;0.1;0;0.0;5;0.4;0;0.0;9;0.7;0;0.0;2;0.2;0;0.0;182;13.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;242;18.5;2;0.2;0;0.0;0;0.0;20;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;390;29.9;0;0.0;10;0.8;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;48;3.7;0;0.0;0;0.0;0;0.0;0;0.0;30;2.3;0;0.0;0;0.0;9;0.7;0;0.0;28;2.1;0;0.0;28;2.1;11;0.8;0;0.0;18;1.4;61;4.7;0;0.0;0;0.0;0;0.0;7;0.5;1;0.1;0;0.0;12;0.9;0;0.0;0;0.0
36;1994;263;0;0.0;0;0.0;173;14.1;0;0.0;0;0.0;1;0.1;3;0.2;0;0.0;1;0.1;0;0.0;7;0.6;0;0.0;189;15.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;224;18.3;5;0.4;0;0.0;0;0.0;16;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;352;28.7;0;0.0;22;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;58;4.7;0;0.0;0;0.0;0;0.0;0;0.0;45;3.7;0;0.0;0;0.0;0;0.0;0;0.0;20;1.6;1;0.1;20;1.6;0;0.0;0;0.0;17;1.4;44;3.6;0;0.0;0;0.0;2;0.2;8;0.7;0;0.0;5;0.4;14;1.1;0;0.0;0;0.0
37;1995;261;3;0.3;0;0.0;185;16.2;0;0.0;2;0.2;0;0.0;0;0.0;2;0.2;4;0.4;0;0.0;2;0.2;0;0.0;143;12.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;182;16.0;5;0.4;0;0.0;1;0.1;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.3;387;34.0;0;0.0;27;2.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;52;4.6;0;0.0;2;0.2;0;0.0;0;0.0;23;2.0;1;0.1;0;0.0;5;0.4;0;0.0;17;1.5;15;1.3;17;1.5;0;0.0;0;0.0;22;1.9;28;2.5;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;2;0.2;0;0.0;2;0.2
38;1996;265;0;0.0;0;0.0;134;12.3;0;0.0;2;0.2;0;0.0;0;0.0;4;0.4;0;0.0;0;0.0;9;0.8;0;0.0;142;13.1;0;0.0;0;0.0;0;0.0;0;0.0;4;0.4;5;0.5;160;14.7;0;0.0;0;0.0;0;0.0;4;0.4;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;5;0.5;357;32.8;0;0.0;18;1.7;0;0.0;8;0.7;0;0.0;0;0.0;0;0.0;62;5.7;0;0.0;0;0.0;0;0.0;0;0.0;19;1.7;7;0.6;0;0.0;0;0.0;1;0.1;25;2.3;0;0.0;29;2.7;0;0.0;0;0.0;36;3.3;44;4.0;0;0.0;3;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;9;0.8
39;1997;254;7;1.3;1;0.2;58;10.8;1;0.2;0;0.0;0;0.0;0;0.0;2;0.4;0;0.0;0;0.0;1;0.2;0;0.0;40;7.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.4;101;18.8;1;0.2;0;0.0;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;207;38.6;0;0.0;5;0.9;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;14;2.6;0;0.0;0;0.0;0;0.0;0;0.0;24;4.5;2;0.4;0;0.0;3;0.6;0;0.0;3;0.6;0;0.0;4;0.7;0;0.0;1;0.2;24;4.5;28;5.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.6;1;0.2;1;0.2
40;1998;257;19;1.5;0;0.0;156;12.7;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;4;0.3;0;0.0;4;0.3;0;0.0;101;8.2;5;0.4;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;215;17.5;1;0.1;0;0.0;0;0.0;9;0.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;425;34.6;0;0.0;20;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;26;2.1;0;0.0;0;0.0;0;0.0;0;0.0;134;10.9;0;0.0;0;0.0;5;0.4;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;29;2.4;55;4.5;0;0.0;0;0.0;0;0.0;5;0.4;0;0.0;0;0.0;4;0.3;0;0.0;7;0.6
41;1999;240;4;0.6;1;0.1;35;5.2;1;0.1;0;0.0;0;0.0;0;0.0;3;0.4;0;0.0;0;0.0;0;0.0;0;0.0;86;12.9;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;2;0.3;111;16.6;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;219;32.8;1;0.1;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;10;1.5;0;0.0;1;0.1;0;0.0;0;0.0;122;18.3;1;0.1;0;0.0;0;0.0;0;0.0;4;0.6;0;0.0;5;0.7;0;0.0;0;0.0;11;1.6;30;4.5;0;0.0;0;0.0;0;0.0;7;1.0;0;0.0;0;0.0;1;0.1;0;0.0;9;1.3
42;2000;248;3;0.3;0;0.0;102;9.0;0;0.0;0;0.0;0;0.0;4;0.4;23;2.0;0;0.0;0;0.0;4;0.4;0;0.0;112;9.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;174;15.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;368;32.6;0;0.0;7;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;24;2.1;0;0.0;0;0.0;0;0.0;0;0.0;201;17.8;1;0.1;0;0.0;5;0.4;0;0.0;8;0.7;0;0.0;8;0.7;0;0.0;0;0.0;23;2.0;47;4.2;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;0;0.0;12;1.1
43;2001;247;1;0.2;0;0.0;44;10.2;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;1;0.2;0;0.0;0;0.0;49;11.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;69;16.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;178;41.4;2;0.5;5;1.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.7;1;0.2;1;0.2;0;0.0;0;0.0;44;10.2;0;0.0;0;0.0;2;0.5;0;0.0;1;0.2;0;0.0;1;0.2;0;0.0;0;0.0;5;1.2;13;3.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.2;0;0.0;2;0.5;0;0.0;3;0.7
44;2002;242;0;0.0;0;0.0;126;13.2;0;0.0;0;0.0;0;0.0;4;0.4;11;1.1;0;0.0;0;0.0;4;0.4;0;0.0;130;13.6;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;2;0.2;95;9.9;4;0.4;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;323;33.8;0;0.0;7;0.7;0;0.0;5;0.5;0;0.0;0;0.0;0;0.0;7;0.7;0;0.0;0;0.0;0;0.0;0;0.0;155;16.2;0;0.0;0;0.0;0;0.0;0;0.0;5;0.5;0;0.0;5;0.5;11;1.1;0;0.0;21;2.2;37;3.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.3
45;2003;243;0;0.0;0;0.0;189;15.3;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;4;0.3;0;0.0;0;0.0;0;0.0;173;14.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;0.3;131;10.6;4;0.3;0;0.0;0;0.0;7;0.6;0;0.0;0;0.0;11;0.9;0;0.0;0;0.0;0;0.0;385;31.2;0;0.0;4;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;0.6;0;0.0;0;0.0;0;0.0;0;0.0;220;17.8;0;0.0;0;0.0;0;0.0;1;0.1;2;0.2;0;0.0;2;0.2;2;0.2;0;0.0;26;2.1;44;3.6;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;13;1.1
46;2004;238;10;0.9;0;0.0;215;19.4;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;4;0.4;0;0.0;0;0.0;0;0.0;120;10.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;134;12.1;0;0.0;0;0.0;0;0.0;15;1.4;0;0.0;0;0.0;14;1.3;0;0.0;0;0.0;0;0.0;293;26.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;192;17.3;0;0.0;0;0.0;0;0.0;3;0.3;16;1.4;0;0.0;16;1.4;0;0.0;0;0.0;35;3.2;23;2.1;0;0.0;0;0.0;0;0.0;6;0.5;2;0.2;0;0.0;1;0.1;0;0.0;0;0.0
47;2005;236;5;0.4;0;0.0;216;16.5;2;0.2;0;0.0;0;0.0;5;0.4;10;0.8;2;0.2;0;0.0;0;0.0;0;0.0;153;11.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;143;10.9;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;12;0.9;0;0.0;2;0.2;0;0.0;367;28.1;1;0.1;12;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;13;1.0;0;0.0;0;0.0;0;0.0;0;0.0;234;17.9;2;0.2;0;0.0;5;0.4;0;0.0;7;0.5;2;0.2;7;0.5;5;0.4;0;0.0;48;3.7;36;2.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;18;1.4
48;2006;230;0;0.0;0;0.0;177;14.8;0;0.0;0;0.0;0;0.0;4;0.3;8;0.7;0;0.0;0;0.0;0;0.0;0;0.0;167;14.0;0;0.0;0;0.0;0;0.0;0;0.0;12;1.0;0;0.0;119;10.0;6;0.5;0;0.0;0;0.0;7;0.6;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;335;28.1;0;0.0;11;0.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;0.6;0;0.0;4;0.3;0;0.0;0;0.0;213;17.8;0;0.0;0;0.0;2;0.2;0;0.0;12;1.0;7;0.6;24;2.0;0;0.0;0;0.0;43;3.6;19;1.6;0;0.0;0;0.0;0;0.0;4;0.3;0;0.0;0;0.0;1;0.1;0;0.0;11;0.9
49;2007;236;0;0.0;0;0.0;185;16.3;0;0.0;0;0.0;0;0.0;2;0.2;3;0.3;0;0.0;0;0.0;0;0.0;0;0.0;106;9.3;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;116;10.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;350;30.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;210;18.5;0;0.0;0;0.0;3;0.3;0;0.0;20;1.8;0;0.0;21;1.9;2;0.2;0;0.0;72;6.3;21;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;22;1.9
50;2008;234;0;0.0;0;0.0;126;11.0;0;0.0;0;0.0;0;0.0;6;0.5;4;0.4;0;0.0;0;0.0;3;0.3;0;0.0;129;11.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;0.5;146;12.8;3;0.3;0;0.0;0;0.0;4;0.4;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;367;32.1;0;0.0;11;1.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;10;0.9;0;0.0;8;0.7;0;0.0;0;0.0;210;18.4;3;0.3;0;0.0;6;0.5;0;0.0;9;0.8;3;0.3;9;0.8;0;0.0;0;0.0;43;3.8;7;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;27;2.4
51;2009;232;0;0.0;0;0.0;145;11.7;9;0.7;0;0.0;0;0.0;0;0.0;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;149;12.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;117;9.4;13;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;390;31.4;0;0.0;16;1.3;0;0.0;4;0.3;0;0.0;0;0.0;0;0.0;20;1.6;0;0.0;5;0.4;0;0.0;0;0.0;245;19.7;9;0.7;0;0.0;0;0.0;0;0.0;12;1.0;0;0.0;12;1.0;0;0.0;0;0.0;53;4.3;0;0.0;0;0.0;0;0.0;0;0.0;8;0.6;0;0.0;0;0.0;0;0.0;0;0.0;27;2.2
52;2010;227;0;0.0;0;0.0;121;15.7;1;0.1;0;0.0;0;0.0;1;0.1;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;35;4.6;0;0.0;0;0.0;0;0.0;5;0.7;0;0.0;0;0.0;70;9.1;4;0.5;0;0.0;0;0.0;4;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;298;38.8;0;0.0;12;1.6;0;0.0;1;0.1;0;0.0;2;0.3;0;0.0;15;2.0;0;0.0;0;0.0;0;0.0;0;0.0;129;16.8;1;0.1;0;0.0;13;1.7;0;0.0;12;1.6;0;0.0;12;1.6;1;0.1;0;0.0;26;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;4;0.5
53;2011;233;1;0.1;0;0.0;213;17.2;1;0.1;0;0.0;0;0.0;0;0.0;3;0.2;0;0.0;0;0.0;0;0.0;0;0.0;46;3.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;74;6.0;4;0.3;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;5;0.4;1;0.1;0;0.0;481;38.9;1;0.1;18;1.5;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;59;4.8;0;0.0;0;0.0;0;0.0;0;0.0;243;19.6;0;0.0;0;0.0;13;1.1;0;0.0;9;0.7;0;0.0;9;0.7;0;0.0;0;0.0;45;3.6;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;9;0.7
54;2012;227;6;0.4;0;0.0;235;16.2;11;0.8;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;8;0.6;0;0.0;72;5.0;0;0.0;0;0.0;0;0.0;3;0.2;0;0.0;0;0.0;75;5.2;16;1.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;419;28.9;0;0.0;33;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;91;6.3;0;0.0;0;0.0;0;0.0;0;0.0;247;17.1;0;0.0;0;0.0;0;0.0;0;0.0;30;2.1;0;0.0;30;2.1;0;0.0;0;0.0;110;7.6;15;1.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;46;3.2
55;2013;232;4;0.3;0;0.0;230;16.2;3;0.2;0;0.0;0;0.0;0;0.0;8;0.6;0;0.0;0;0.0;10;0.7;0;0.0;112;7.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;55;3.9;16;1.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;0.5;0;0.0;0;0.0;386;27.1;0;0.0;33;2.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;57;4.0;0;0.0;0;0.0;0;0.0;0;0.0;287;20.2;1;0.1;0;0.0;0;0.0;0;0.0;7;0.5;0;0.0;7;0.5;0;0.0;0;0.0;119;8.4;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;79;5.6
56;2014;228;0;0.0;0;0.0;166;12.7;4;0.3;0;0.0;0;0.0;0;0.0;8;0.6;0;0.0;0;0.0;7;0.5;0;0.0;58;4.4;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;66;5.0;18;1.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;434;33.2;3;0.2;10;0.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;63;4.8;0;0.0;0;0.0;0;0.0;0;0.0;251;19.2;4;0.3;0;0.0;0;0.0;0;0.0;19;1.5;0;0.0;20;1.5;0;0.0;0;0.0;132;10.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;44;3.4
57;2015;219;1;0.1;0;0.0;276;20.0;1;0.1;0;0.0;0;0.0;0;0.0;3;0.2;0;0.0;0;0.0;12;0.9;0;0.0;38;2.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;69;5.0;15;1.1;0;0.0;0;0.0;8;0.6;0;0.0;0;0.0;2;0.1;2;0.1;0;0.0;0;0.0;421;30.4;0;0.0;32;2.3;0;0.0;5;0.4;0;0.0;0;0.0;0;0.0;53;3.8;0;0.0;0;0.0;0;0.0;0;0.0;256;18.5;1;0.1;0;0.0;0;0.0;0;0.0;26;1.9;0;0.0;26;1.9;0;0.0;0;0.0;99;7.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;37;2.7
58;2016;220;0;0.0;0;0.0;273;20.1;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;9;0.7;0;0.0;46;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;76;5.6;28;2.1;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;7;0.5;0;0.0;0;0.0;433;32.0;0;0.0;48;3.5;0;0.0;6;0.4;0;0.0;0;0.0;0;0.0;75;5.5;0;0.0;0;0.0;0;0.0;0;0.0;197;14.5;0;0.0;0;0.0;0;0.0;1;0.1;9;0.7;0;0.0;9;0.7;0;0.0;0;0.0;76;5.6;18;1.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;42;3.1
59;2017;216;0;0.0;0;0.0;288;24.1;10;0.8;0;0.0;0;0.0;0;0.0;12;1.0;0;0.0;0;0.0;23;1.9;0;0.0;36;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;51;4.3;36;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;0.4;0;0.0;0;0.0;320;26.8;0;0.0;48;4.0;0;0.0;2;0.2;0;0.0;0;0.0;0;0.0;72;6.0;0;0.0;0;0.0;0;0.0;0;0.0;149;12.5;1;0.1;0;0.0;0;0.0;2;0.2;14;1.2;0;0.0;14;1.2;0;0.0;0;0.0;68;5.7;2;0.2;0;0.0;4;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;36;3.0
60;2018;208;0;0.0;4;0.3;411;34.6;5;0.4;0;0.0;0;0.0;4;0.3;20;1.7;0;0.0;0;0.0;1;0.1;0;0.0;6;0.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;72;6.1;4;0.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;278;23.4;0;0.0;21;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;39;3.3;0;0.0;0;0.0;0;0.0;0;0.0;184;15.5;1;0.1;0;0.0;0;0.0;2;0.2;28;2.4;0;0.0;28;2.4;0;0.0;10;0.8;68;5.7;0;0.0;0;0.0;1;0.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;0.1
61;2019;195;0;0.0;4;0.3;365;30.1;0;0.0;0;0.0;0;0.0;3;0.2;19;1.6;0;0.0;0;0.0;1;0.1;0;0.0;19;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;75;6.2;5;0.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;277;22.9;0;0.0;14;1.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;43;3.5;0;0.0;0;0.0;0;0.0;0;0.0;213;17.6;0;0.0;0;0.0;4;0.3;6;0.5;28;2.3;0;0.0;28;2.3;3;0.2;3;0.2;87;7.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;15;1.2
62;2020;193;0;0.0;15;1.4;387;35.8;0;0.0;0;0.0;0;0.0;2;0.2;15;1.4;0;0.0;0;0.0;0;0.0;0;0.0;6;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;86;7.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;0.4;238;22.0;0;0.0;4;0.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;15;1.4;0;0.0;0;0.0;0;0.0;0;0.0;231;21.3;0;0.0;0;0.0;0;0.0;8;0.7;2;0.2;3;0.3;2;0.2;2;0.2;0;0.0;56;5.2;4;0.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;0.2
63;2021;192;0;0.0;12;1.1;284;25.2;2;0.2;0;0.0;0;0.0;0;0.0;31;2.8;0;0.0;3;0.3;0;0.0;0;0.0;20;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;72;6.4;2;0.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;0.3;352;31.3;0;0.0;12;1.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;30;2.7;0;0.0;0;0.0;0;0.0;0;0.0;229;20.4;0;0.0;0;0.0;1;0.1;7;0.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;44;3.9;8;0.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;13;1.2
