;year;duration;Pop internationale;Pop internationale_prop;Dancefloor;Dancefloor_prop;Alternative;Alternative_prop;Singer & Songwriter;Singer & Songwriter_prop;Jazz;Jazz_prop;Comédie;Comédie_prop;Jazz instrumental;Jazz instrumental_prop;Films/Jeux vidéo;Films/Jeux vidéo_prop;Dub;Dub_prop;Chill Out/Trip-Hop/Lounge;Chill Out/Trip-Hop/Lounge_prop;R&B;R&B_prop;Pop indé/Folk;Pop indé/Folk_prop;Bandes originales;Bandes originales_prop;Comédies musicales;Comédies musicales_prop;Techno/House;Techno/House_prop;Electro Pop/Electro Rock;Electro Pop/Electro Rock_prop;Reggae;Reggae_prop;Jazz vocal;Jazz vocal_prop;Pop Indé;Pop Indé_prop;Soul & Funk;Soul & Funk_prop;Folk;Folk_prop;Musique brésilienne;Musique brésilienne_prop;Rap/Hip Hop;Rap/Hip Hop_prop;East Coast;East Coast_prop;Rock & Roll/Rockabilly;Rock & Roll/Rockabilly_prop;Rock indé;Rock indé_prop;Pop;Pop_prop;Blues;Blues_prop;Musique africaine;Musique africaine_prop;Rock;Rock_prop;Rock français;Rock français_prop;Disco;Disco_prop;Rock Indé/Pop Rock;Rock Indé/Pop Rock_prop;Variété Internationale;Variété Internationale_prop;Classique;Classique_prop;Soul;Soul_prop;Country;Country_prop;Jeunesse;Jeunesse_prop;Bolero;Bolero_prop;Electro;Electro_prop;Hard Rock;Hard Rock_prop;Latino;Latino_prop;Musiques de films;Musiques de films_prop;R&B contemporain;R&B contemporain_prop;Trance;Trance_prop;Metal;Metal_prop;Chanson française;Chanson française_prop;Dance;Dance_prop
28;1989;276;3;5.1;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;1;1.7;0;0.0;39;66.1;0;0.0;0;0.0;7;11.9;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;2;3.4
29;1990;262;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.7;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.7;0;0.0;0;0.0;0;0.0;31;58.5;0;0.0;0;0.0;7;13.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;3;5.7
30;1991;270;1;2.0;0;0.0;2;4.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.1;0;0.0;0;0.0;0;0.0;28;57.1;0;0.0;0;0.0;9;18.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;10.2;0;0.0
31;1992;274;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.0;0;0.0;0;0.0;0;0.0;33;66.0;0;0.0;0;0.0;8;16.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.0
32;1993;277;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;3;5.6;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;26;48.1;0;0.0;0;0.0;11;20.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;3;5.6;0;0.0;0;0.0;0;0.0;1;1.9;4;7.4
33;1994;265;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;6.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.0;0;0.0;0;0.0;0;0.0;24;40.0;0;0.0;0;0.0;14;23.3;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;1;1.7;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;2;3.3;1;1.7;0;0.0;0;0.0;5;8.3
34;1995;264;1;1.8;0;0.0;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.1;0;0.0;0;0.0;0;0.0;29;52.7;0;0.0;0;0.0;9;16.4;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;2;3.6
35;1996;250;2;3.4;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;32;55.2;0;0.0;0;0.0;7;12.1;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;2;3.4;4;6.9
36;1997;258;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.6;0;0.0;0;0.0;0;0.0;21;40.4;0;0.0;0;0.0;8;15.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;3;5.8;7;13.5
37;1998;254;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;7.3;0;0.0;0;0.0;0;0.0;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;7.3;0;0.0;0;0.0;0;0.0;25;45.5;0;0.0;0;0.0;6;10.9;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.1;3;5.5
38;1999;249;4;6.1;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;10.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;1;1.5;0;0.0;0;0.0;32;48.5;0;0.0;0;0.0;8;12.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;1;1.5;0;0.0;0;0.0;1;1.5;5;7.6
39;2000;261;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;8;13.3;0;0.0;1;1.7;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.0;0;0.0;0;0.0;0;0.0;27;45.0;0;0.0;0;0.0;3;5.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.0;2;3.3;0;0.0;0;0.0;2;3.3;0;0.0;1;1.7;1;1.7;0;0.0;0;0.0;0;0.0;1;1.7;5;8.3
40;2001;252;0;0.0;0;0.0;1;2.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;13.0;0;0.0;0;0.0;0;0.0;28;60.9;0;0.0;0;0.0;5;10.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.2;0;0.0;0;0.0;1;2.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;4.3
41;2002;242;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;1;1.7;1;1.7;0;0.0;0;0.0;6;10.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.2;0;0.0;0;0.0;0;0.0;29;50.0;0;0.0;1;1.7;5;8.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;4;6.9;1;1.7
42;2003;239;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;6;10.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;10.9;0;0.0;0;0.0;0;0.0;30;54.5;0;0.0;0;0.0;2;3.6;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;5;9.1;2;3.6
43;2004;248;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;11.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.6;0;0.0;0;0.0;0;0.0;23;44.2;0;0.0;0;0.0;5;9.6;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;4;7.7;2;3.8
44;2005;230;0;0.0;0;0.0;2;3.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;8;13.3;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;6.7;0;0.0;0;0.0;0;0.0;22;36.7;0;0.0;0;0.0;6;10.0;0;0.0;2;3.3;0;0.0;0;0.0;0;0.0;4;6.7;0;0.0;1;1.7;0;0.0;3;5.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;8.3
45;2006;231;0;0.0;0;0.0;1;1.9;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;9;17.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;11.3;0;0.0;0;0.0;0;0.0;24;45.3;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.7;0;0.0;2;3.8;0;0.0;0;0.0;0;0.0;0;0.0;2;3.8;4;7.5
46;2007;242;1;1.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.8;0;0.0;0;0.0;7;13.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;11.5;0;0.0;0;0.0;0;0.0;25;48.1;0;0.0;1;1.9;2;3.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;1;1.9;2;3.8;0;0.0;0;0.0;0;0.0;1;1.9;2;3.8
47;2008;226;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;7;11.9;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;6.8;0;0.0;0;0.0;0;0.0;26;44.1;0;0.0;0;0.0;3;5.1;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;2;3.4;0;0.0;1;1.7;0;0.0;4;6.8;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;6;10.2
48;2009;225;1;1.7;0;0.0;2;3.4;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.1;0;0.0;0;0.0;0;0.0;3;5.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;4;6.8;0;0.0;0;0.0;0;0.0;25;42.4;0;0.0;1;1.7;3;5.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.1;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;2;3.4;8;13.6
49;2010;217;0;0.0;0;0.0;1;1.7;1;1.7;0;0.0;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.1;0;0.0;0;0.0;0;0.0;32;54.2;0;0.0;0;0.0;2;3.4;0;0.0;2;3.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;8.5;0;0.0;0;0.0;1;1.7;0;0.0;0;0.0;0;0.0;0;0.0;9;15.3
50;2011;227;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.4;0;0.0;0;0.0;0;0.0;32;57.1;0;0.0;0;0.0;3;5.4;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;2;3.6;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;2;3.6;8;14.3
51;2012;224;3;4.9;0;0.0;3;4.9;0;0.0;0;0.0;0;0.0;0;0.0;1;1.6;0;0.0;0;0.0;1;1.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.6;0;0.0;1;1.6;0;0.0;0;0.0;1;1.6;5;8.2;0;0.0;0;0.0;1;1.6;32;52.5;0;0.0;0;0.0;4;6.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.6;0;0.0;1;1.6;0;0.0;0;0.0;1;1.6;0;0.0;0;0.0;0;0.0;0;0.0;5;8.2
52;2013;228;5;7.6;0;0.0;3;4.5;1;1.5;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;0;0.0;33;50.0;0;0.0;0;0.0;7;10.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;3;4.5;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;1;1.5;6;9.1
53;2014;217;2;3.1;0;0.0;6;9.2;3;4.6;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;1;1.5;1;1.5;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;1;1.5;30;46.2;0;0.0;0;0.0;3;4.6;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;4.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;4.6;7;10.8
54;2015;216;1;1.5;0;0.0;4;6.0;1;1.5;0;0.0;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;2;3.0;1;1.5;0;0.0;0;0.0;4;6.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;6.0;0;0.0;0;0.0;0;0.0;23;34.3;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;10.4;0;0.0;0;0.0;2;3.0;0;0.0;0;0.0;0;0.0;0;0.0;12;17.9
55;2016;213;5;7.0;0;0.0;6;8.5;2;2.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.4;0;0.0;0;0.0;0;0.0;3;4.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;31;43.7;0;0.0;0;0.0;5;7.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;8.5;0;0.0;1;1.4;0;0.0;0;0.0;0;0.0;0;0.0;2;2.8;9;12.7
56;2017;219;1;1.5;0;0.0;6;9.0;1;1.5;0;0.0;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.5;3;4.5;0;0.0;0;0.0;0;0.0;4;6.0;0;0.0;0;0.0;0;0.0;5;7.5;0;0.0;0;0.0;3;4.5;25;37.3;0;0.0;0;0.0;1;1.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;7.5;0;0.0;1;1.5;1;1.5;0;0.0;0;0.0;0;0.0;2;3.0;7;10.4
57;2018;204;1;1.8;0;0.0;3;5.4;3;5.4;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.4;0;0.0;0;0.0;0;0.0;21;37.5;0;0.0;0;0.0;2;3.6;0;0.0;0;0.0;0;0.0;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;6;10.7;0;0.0;1;1.8;1;1.8;0;0.0;0;0.0;1;1.8;0;0.0;10;17.9
58;2019;205;1;1.9;0;0.0;7;13.2;2;3.8;0;0.0;0;0.0;0;0.0;2;3.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.7;0;0.0;1;1.9;0;0.0;20;37.7;1;1.9;0;0.0;2;3.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.9;0;0.0;2;3.8;2;3.8;0;0.0;0;0.0;0;0.0;3;5.7;6;11.3
59;2020;208;3;5.5;0;0.0;3;5.5;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;7.3;0;0.0;0;0.0;0;0.0;1;1.8;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;9.1;0;0.0;0;0.0;0;0.0;18;32.7;0;0.0;0;0.0;5;9.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;5.5;0;0.0;1;1.8;0;0.0;0;0.0;0;0.0;0;0.0;2;3.6;8;14.5
60;2021;208;1;1.6;0;0.0;3;4.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;4.9;0;0.0;0;0.0;0;0.0;1;1.6;0;0.0;1;1.6;0;0.0;1;1.6;0;0.0;0;0.0;0;0.0;4;6.6;0;0.0;0;0.0;1;1.6;27;44.3;0;0.0;0;0.0;2;3.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;9.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.6;10;16.4
